"iid"	"type"	"id"	"name"
"357"	"2"	"Gaspar,2005"	"Gaspar, David Barry, &#8220;&#8216;Subjects to the King of Portugal&#8217;: Captivity and Repatriation in the Atlantic Slave Trade (Antigua, 2004),&#8221; in Elizabeth Macke and Caarole Shammas (eds.), <i>The Creation of the British Atlantic World</i> (Baltimore, 2005).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"358"	"2"	"Gehring&amp;Schiltkamp"	"Gehring, Charles T., and J. A. Schiltkamp (eds.), <i>Curacao Papers, 1640-1665: New Netherlands Documents, XIV</i> (Interlaken, 1987).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"359"	"2"	"Gill"	"Gill, Conrad, <i>Merchants and Mariners of the Eighteenth Century</i> (London, 1961).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"360"	"2"	"Godinho"	"Godinho, Vitorino Magalh&atilde;es, <i>Os descobrimentos e a economia mundial</i>, 4 vols. (Lisboa, 1983-1984 [1963-1971])."
"361"	"2"	"Gomes,Achegas"	"Gomes, Alfredo, &#8220;Achegas para a historia do trafico no Brasil &#8211; Aspectos numericos,&#8221; in <i>IV Congresso de Historia Nacional, 21-28 Abril de 1949, Anais</i>, vol. 5, edited by Instituto Historico e Geografico Brasileiro (Rio de janeiro, 1950)."
"362"	"2"	"LiverpoolDirectory"	"<i>Gore&#8217;s Directory</i> (Liverpool, 1807)."
"363"	"2"	"Goslinga,Curacao"	"Goslinga, Cornelis Ch., &#8220;Cura&ccedil;ao as a slave-trading center during the war of the Spanish succession (1702-1714),&#8221; <i>Nieuwe West-Indische Gids</i>, 52 (1977-8): 1-50."
"364"	"2"	"Goslinga"	"Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985)."
"365"	"2"	"Gragg,1989"	"Gragg, Larry Dale, &#8220;The Troubled Voyage of the Rainbow,&#8221; <i>History Today</i>, 39 (August, 1989): 36-41."
"366"	"2"	"Gragg,1995"	"Gragg, Larry Dale. &#8220;&#8216;To Procure Negroes&#8217;: The English Slave Trade to Barbados, 1627-60,&#8221; <i>Slavery &amp; Abolition</i>, 16 (1995): 65-84."
"367"	"2"	"Gragg,Englishmen"	"Gragg, Larry Dale, <i>Englishmen Transplanted: The English colonization of Barbados, 1627-1660</i> (Oxford, 2003)."
"368"	"2"	"Graham,Mowat"	"Graham, Eric J., and Sue Mowat, &#8220;The Slaving Voyage of the Hannover of Port Glasgow, 1719-20,&#8221; <i>History Scotland</i>, 3 (2003) 5: 26-34.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"369"	"2"	"Grandidier"	"Grandidier, Alfred and Guillaume Grandidier, <i>Collection des Ouvrages Anciens Concernant Madagascar</i>, 6 vols. (Paris, 1905)."
"370"	"2"	"ActsPC"	"Great Britain, <i>Acts of the Privy Council</i>, Vols. III, VI."
"371"	"2"	"CSPCS"	"Great Britain, <i>Calendar of State Papers: Colonial Series</i> (London, 1878-1905), Vols. 1, 5, 7-21, 42."
"372"	"2"	"CJ,1738-39"	"Great Britain, <i>Commons&#8217; Journal</i>, 1738-39&nbsp;&nbsp; "
"373"	"2"	"IUP,ST"	"Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-&#8230;)."
"374"	"2"	"JBT"	"Great Britain, <i>Journal of the Commissioners of Trade and Plantations preserved in the Public Record Office 1704-1782</i>, 14 vols. (London, 1920-37).&nbsp;&nbsp;&nbsp; "
"375"	"2"	"mssHL"	"Great Britain, <i>Manuscripts of the House of Lords: New Series</i>, 11 vols. (London, 1900)."
"376"	"2"	"PP"	"Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX"
"461"	"2"	"McLeod"	"McLeod, John, <i>A Voyage to Africa with Some Account of the Manners and Customs of the Dahomian People</i> (London, 1820).&nbsp;&nbsp; "
"377"	"2"	"Acton"	"Great Britain, High Court of Appeals for Prizes, <i>Reports of Cases argued and determined before the most noble and right honorable the Lords Commissioners of Appeals in prize causes</i>:<i> from June 12, 1809, to August 15, 1810</i>, by Thomas Harmon Acton, 2 vols. (Boston, 1853)."
"378"	"2"	"Green"	"Green, Lorenzo, &#8220;Mutiny on Slave Ships,&#8221; <i>Phylon</i>, 5 (1944) 4: 346-354."
"379"	"2"	"Green-Pedersen"	"Green-Pedersen, Svend E., &#8220;The Scope and Structure of the Danish Negro Slave Trade,&#8221; <i>Scandanavian Economic History Review</i>, 19 (1971): 149-97."
"380"	"2"	"Hair"	"Hair, P. E. H., &#8220;Antera Duke of Old Calabar,&#8221; <i>History in Africa</i>, 17 (1990): 359-65."
"381"	"2"	"Barbot"	"Hair, P. E. H, Adam Jones and Robin Law, <i>Barbot on Guinea: The Writings of Jean Barbot on West Africa, 1678-1712</i> (London, 1992)."
"382"	"2"	"Halgar"	"Halgar, G, &#8220;Abord du Navire Nantais le Crillon vers l&#8217;Afrique et vers Saint-Domingue,&#8221; <i>Bulletin de la Soci&eacute;t&eacute; Arch&eacute;ologique et Historiques de Nantes</i>, 66 (1926): 89-96. "
"383"	"2"	"Hall"	"Hall, Gwendolyn Midlo, <i>Africans in Colonial Louisiana: The Development of Afro-Creole Culture in the Eighteenth Century</i> (Baton Rouge, 1992).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"384"	"2"	"Hallett"	"Hallett, Robin (ed.), <i>Records of the African Association, 1788-1831</i> (London, 1964)."
"385"	"2"	"Hamer"	"Hamer, Philip M., George C. Rogers and Peggy J. Wehage (eds.), <i>The Papers of Henry Laurens</i>, 16 vols. (1968-&#8230;).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"386"	"2"	"Hancock"	"Hancock, David (ed.), <i>The Letters of William Freeman, London Merchant, 1678-1685</i> (London, 2002). "
"387"	"2"	"Hand"	"Hand, Charles R., &#8220;The Kitty&#8217;s Amelia, The Last Liverpool Slaver,&#8221; <i>Transactions of the Lancashire and Cheshire Historical Society</i>, 82 (1930): 69-80."
"388"	"2"	"Harlow,Colonising"	"Harlow, Vincent T. (ed.), <i>Colonising Expeditions to the West Indies and Guiana, 1623-1667</i> (London, 1925)."
"389"	"2"	"Harms"	"Harms, Robert, <i>The Diligent: A Voyage Through the Worlds of the Slave Trade</i> (New York, 2002)."
"390"	"2"	"HawkinsVoyage"	"Hawkins, John, <i>Hawkins&#8217; Voyages During the Reigns of Henry VIII, Queen Elizabeth and James I</i> (London, 1878)."
"391"	"2"	"Hawkins,Joseph"	"Hawkins, Joseph, <i>A History of a Voyage to the Coast of Africa</i> (Troy, 1797)."
"392"	"2"	"Hedges"	"Hedges, James B. <i>The Browns of Providence Plantations. Vol. 1, The Colonial Years</i> (Providence, 1968)."
"393"	"2"	"Hern&aelig;s"	"Hernaes, Per O, <i>Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast</i> (Trondheim, 1995)."
"394"	"2"	"HerreraCasas&uacute;s"	"Herrera Casas&uacute;s, Maria Luisa, <i>Presencia y Esclavitud del Negro en La Huesteca</i> (M&eacute;xico, 1989)."
"395"	"2"	"Hill"	"Hill, Pascoe Grenfell, <i>Fifty Days on Board a Slave Vessel In the Mozambique Slave Channel April and May, 1843</i> (Baltimore, [1848] 1993)."
"396"	"2"	"HMC,Portland"	"Historical Manuscripts Commission, <i>Manuscripts of the Duke of Portland</i>, 2 vols. (London, 1893)."
"397"	"2"	"Holliday"	"Holliday, John, <i>A Short Account of...the Putrid Bilious Fever...which Appeared in the City of Havanna</i> (Boston, 1796).&nbsp; "
"398"	"2"	"Hotten"	"Hotten, John Camden, <i>The Original List of Persons of Quality, Emigrants, Religious Exiles, Political Rebels</i> (London, 1874)."
"399"	"2"	"Howard"	"Howard, Warren S. <i>American Slavers and the Federal Law, 1837-1862</i> (Berkeley, 1963)."
"400"	"2"	"Howe"	"Howe, George Locke, <i>Mount</i><i> Hope: A New England Chronicle</i> (New York, 1959)."
"401"	"2"	"Hrodej"	"Hrodej, Philippe, <i>L&#8217;amiral Du Casse: l&#8217;elevation d&#8217;un Gascon sous Louis XIV</i>, 2 vols. (Paris, 1999)."
"402"	"2"	"Hudig"	"Hudig, J., <i>De scheepvaart op West-Afrika en West-Indie in de achttiende eeuw</i> (Amsterdam, 1926)."
"403"	"2"	"CHdeL"	"Huetz de Lemps, Christian, <i>G&eacute;ographie du Commerce de Bordeaux &agrave; la Fin du R&egrave;gne de Louis XIV</i> (Paris, 1975).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"404"	"2"	"Ingersoll"	"Ingersoll, Thomas N., &#8220;The Slave Trade and the Ethnic Diversity of Louisiana&#8217;s Slave Community,&#8221; <i>Louisiana History</i>, 36 (1996) 2: 133-161."
"405"	"2"	"Jackson"	"Jackson, Roland (ed.), <i>Journal of a Voyage to Bonny River on the West Coast of Africa</i> (Letchworth, 1934)."
"406"	"2"	"Jameson"	"Jameson, J. Franklin (ed.), <i>Privateering and Piracy in the Colonial Period: Illustrative Documents</i> (New York, 1970)."
"407"	"2"	"Japikse"	"Japikse, N. (ed.), <i>Resolutien der Staten-Generaal van 1576 tot 1609</i> (&#8216;s-Gravenhage, 1926)."
"408"	"2"	"Jeffery"	"Jeffery, Reginald W. (ed.), <i>Dyott&#8217;s Diary, 1781-1845. A Selection from the Journal of William Dyott</i>, 2 vols. (London,1907).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"409"	"2"	"VeraJohnson"	"Johnson, Vera M., &#8220;Sidelights on the Liverpool Slave Trade, 1789-1807,&#8221; <i>Mariner&#8217;s Mirror</i>, 38 (1952): 276-93. "
"410"	"2"	"Jones,Conneau"	"Jones, Adam, &#8220;Theophilus Conneau at Galinhas and New Sestos, 1836-1841: A Comparison of the Sources,&#8221; <i>History in Africa,</i> 8 (1981): 89-106.&nbsp;&nbsp;&nbsp;&nbsp; "
"411"	"2"	"Jones"	"Jones, Adam, <i>Brandenburg</i><i> Sources for West African History, 1680-1700</i> (Stuttgart, 1985)."
"412"	"2"	"Jordaan"	"Jordaan, Han, &#8220;The Cura&ccedil;ao Slave Market: From Asiento Trade to Free Trade, 1700-1730,&#8221; in Johannes Postma and Victor Enthoven (eds.), <i>Riches from Atlantic Commerce: Dutch Transatlantic Trade and Shipping, 1585-1817</i> (Leiden, 2003)."
"413"	"2"	"Justesen"	"Justesen, Ole, <i>Danish Sources for the History of Ghana, 1657-1754</i>, 2 vols. (Copenhagen, 2005)."
"414"	"2"	"Kellenbenz,1960"	"Kellenbenz, Hermann, &#8220;Phasen des Hanseatisch-Nordeurpp&auml;ischen S&uuml;damerikahandels,&#8221; <i>Hansische Geschichtsbl&auml;tter</i>, 78 (1960): 87-120.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"415"	"2"	"Kellenbenz"	"Kellenbenz, Hermann, &#8220;Die Brandenburger auf St. Thomas,&#8221; <i>Jahrbuch f&uuml;r Geschichte von Staat, Wirtschaft und Gesellschaft Lateinamerikas</i>, 2 (1965): 196-217.&nbsp;&nbsp;&nbsp;&nbsp; "
"416"	"2"	"Kelsey"	"Kelsey, Harry, <i>Sir John Hawkins; Queen Elizabeth&#8217;s Slave Trader</i> (New Haven, 2003)."
"417"	"2"	"Kernkamp"	"Kernkamp, J.H., <i>Johan van der Veken en zijn tijd</i> (&#8216;s-Gravenhage, 1952).&nbsp;&nbsp;&nbsp; "
"418"	"2"	"Kirby,1989"	"Kirby, Brian S. &#8220;The Loss and Recovery of the Schooner <i>Amity</i>: An Episode in Salem Maritime History,&#8221; <i>New England</i><i> Quarterly</i>, 62 (1989), 553-60."
"419"	"2"	"Klein,1975"	"Klein, Herbert S., &#8220;North American Competition and the Characteristics of the African Slave Trade to Cuba, 1790 to 1794,&#8221; <i>William and Mary Quarterly</i>, 28 (1975): 82-102."
"420"	"2"	"Klein,1978"	"Klein, Herbert S., <i>The Middle Passage: Comparative Studies in the Atlantic Slave Trade</i> (Princeton, 1978)."
"421"	"2"	"Klooster"	"Klooster, Wim, &#8220;Slavenvaart op Spaanse Kusten: Der Nederlandse Slavenhandel met Spaans Amerika, 1648-1701,&#8221; <i>Tijdschrift voor Zeegeschiedenis</i>, 16 (1997): 132-35."
"422"	"2"	"Klooster,2003"	"Klooster, Wim, &#8220;Curacao and the Caribbean Transit Trade,&#8221; in Johannes Postma and Victor Enthoven (eds.), <i>Riches from Atlantic Commerce: Dutch Transatlantic Trade and Shipping, 1585-1817</i> (Leiden, 2003), pp. 203-18.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"423"	"2"	"Knutsford"	"Knutsford, Viscountess (ed.), <i>Life and Letters of Zachary Macaulay</i> (London, 1900)."
"424"	"2"	"Kup"	"Kup, Alexander (ed.), <i>Adam Afzelius. </i><i>Sierra Leone Journal</i> (Uppsala, 1967)."
"425"	"2"	"Lambert"	"Lambert, Sheila (ed.), <i>House of Commons Sessional Papers of the Eighteenth Century</i>, 145 vols. (Wilmington, DE, 1975)."
"426"	"2"	"Landers"	"Landers, Jane, <i>Black society in Spanish Florida</i> (Urbana, 1999)"
"427"	"2"	"M&eacute;moiresCapitaineLandolphe"	"Landolphe, Jean Fran&ccedil;ois, <i>M&eacute;moires du capitaine Landolphe contenant l&#8217;histoire de ses voyages pendant trente-six ans, aux cotes d&#8217;Afrique et aux deux Am&eacute;riques; r&eacute;dig&eacute;s sur son ms. par J.S. Quesn&eacute;</i>, 2 vols. (Paris, 1823)."
"428"	"2"	"LawMagazine"	"<i>Law Magazine</i>, 25 (1845): 251-63.&nbsp;&nbsp;&nbsp;&nbsp; "
"429"	"2"	"Law,1990"	"Law, Robin (ed.), <i>Correspondence from the Royal African Company&#8217;s Factories at Offra and Whydah on the Slave Coast of West Africa in the Public Record Office, London, 1778-93</i> (Edinburgh, 1990)."
"430"	"2"	"Law,1997"	"Law, Robin, <i>The Kingdom of Allada</i> (Leiden, 1997)."
"431"	"2"	"Law,SourceMaterial"	"Law, Robin, &#8216;The Royal African Company of England in West Africa, 1681-99&#8217;, in Robin Law (ed.), <i>Source Material for Studying the Slave Trade and the African Diaspora </i>(Centre of Commonwealth Studies, University of Stirling, 1997, Occasional Paper no.5), 8-24."
"432"	"2"	"Law,EWA"	"Law, Robin, <i>The English in West Africa, 1691-1699: Part III</i> (forthcoming)."
"433"	"2"	"Leglaunec"	"Leglaunec, Jean-Pierre, &#8220;A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808,&#8221; <i>Louisiana</i><i> History</i>, 46 (2005): 211-230."
"434"	"2"	"Leibbrandt"	"Leibbrandt, Hendrik Carel Vos (ed.), <i>Precis of the Archives of the Cape of Good Hope</i>, 16 vols. (Cape Town, 1896-1906).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"435"	"2"	"GeorgiaHistQuart,36"	"&#8220;Letters to the Georgia Colonial Agent,&#8221; <i>Georgia</i><i> Historical Quarterly</i>, 36 (1952) 3: 250-286."
"436"	"2"	"Leuftink"	"Leuftink, Arnold E., <i>Harde Leermeesters. Zeelieden en hun dokters in de 18<sup>de</sup> eeuw</i> (Zutphen, 1991)."
"437"	"2"	"Lewis,1969"	"Lewis, Michael, <i>The Hawkins Dynasty: Three Generations of a Tudor Family</i> (London, 1969).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"438"	"2"	"LISANTI"	"Lisanti, Luis, <i>Negocios coloniais; uma correspondencia comercial do seculo XVIII</i> [de Francisco Pinheiro] (Bras&iacute;lia, 1973).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"439"	"2"	"Lloyd,1949"	"Lloyd, Christopher, <i>The Navy and the Slave Trade: The Suppression of the African Slave Trade in the Nineteenth Century</i> (London, 1949)."
"440"	"2"	"LR"	"<i>Lloyd&#8217;s Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."
"441"	"2"	"Lopes,Escravatura"	"Lopes, Edmundo Correia, <i>A escravatura</i> (Lisboa, 1944)."
"442"	"2"	"Ly"	"Ly, Abdoulaye, <i>La Compagnie du S&eacute;n&eacute;gal</i> (Paris, 1958)."
"443"	"2"	"Ly,1964"	"Ly, Abdoulaye, <i>Un Navire de Commerce sur la C&ocirc;te S&eacute;n&eacute;gambienne en 1685</i> (Dakar, 1964)."
"444"	"2"	"Lydon"	"Lydon, James, &#8220;New York and the Slave Trade,&#8221; <i>William and Mary Quarterly</i>, 35 (1978): 375-94."
"445"	"2"	"Macau"	"Macau, Jacques, <i>La Guine&eacute;e Danoise</i> (Aix-en-Province, nd, but c. 1967-73)."
"446"	"2"	"MacGregor,Merchant"	"MacGregor, David R., <i>Merchant Sailing Ships, 1775-1815:&nbsp;Sovereignty of Sail</i> (Annapolis, MD, 1985)."
"447"	"2"	"MacGregor,Fast"	"MacGregor, David R., <i>Fast Sailing Ships: Their Design and Construction, 1775-1875</i> (Annapolis, MD, 1988)."
"448"	"2"	"MackayLetters"	"Mackay, Robert, <i>The Letters of Robert Mackay to his Wife: Written from Ports in America and England, 1795-1816</i> (Athens, GA, 1949)."
"449"	"2"	"Maclay,Smith"	"Maclay, Edgar Stanton, and Roy Campbell Smith, <i>A History of the United States Navy from 1775 to 1902</i> (New York, 1901-1902)."
"450"	"2"	"Manchester"	"Manchester, Alan K., <i>British Preeminence in Brazil: Its Rise and Decline</i> (Chapel Hill, 1933)."
"451"	"2"	"Mannix"	"Mannix, Daniel Pratt, <i>Black Cargoes: a history of the Atlantic Slave Trade, 1518-1865</i> (New York, 1962)."
"452"	"2"	"Marques"	"Marques, Jo&atilde;o Pedro, <i>Sounds of Silence: Nineteenth-Century Portugal and the Abolition of the Slave Trade</i> (New York, 2006)."
"454"	"2"	"AmerHistRec"	"Mason, George C, &#8220;The African Slave Trade in Colonial Times,&#8221; <i>American Historical Record</i>, 1 (1872): 311-19, 338-45."
"455"	"2"	"Mason"	"Mason, William Powell, <i>A Report of the Case of the Jeune Eug&egrave;nie</i> (Boston, 1822)."
"456"	"2"	"Mathieson"	"Mathieson, William L., <i>Great Britain</i><i> and the Slave Trade, 1839-1865</i> (London, 1929)."
"457"	"2"	"Matson"	"Matson, Cathy D., <i>Merchants and Empire: Trading in Colonial New York</i> (Baltimore, 1998)."
"458"	"2"	"Mauro1956"	"Mauro, Fr&eacute;deric, &#8220;L&#8217;atlantique portugais et les esclaves 1570-1670,&#8221; <i>Revista da Faculdade de Letras</i> (Lisboa), 2&ordf; serie, 22 (1956) 2: 1-55."
"459"	"2"	"Mauro1960"	"Mauro, Fr&eacute;deric, <i>Le Portugal et l&#8217;Atlantique au XVIIe si&egrave;cle, 1570-1670; &eacute;tude &eacute;conomique</i> (Paris, 1960)."
"460"	"2"	"Menard"	"McCusker, John J., and Russell R. Menard, &#8220;The Sugar Industry in the Seventeenth Century: a New Perspective on the Barbadian &#8216;Sugar Revolution&#8217;&#8221;, in Suart B. Schwartz (ed.), <i>Tropical Babylons: Sugar and the Making of the Atlantic World, 1450-1680</i> (Chapel Hill, 2004)."
"617"	"2"	"HDB"	"Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company."
"462"	"2"	"McMillin"	"McMillin, James A., <i>The Final Victims: The Foreign Slave Trade to North America, 1783-1810</i> (Columbia, SC., 2004), CD-ROM insert."
"465"	"2"	"Meyer-Heiselberg"	"Meyer-Heiselberg, R., <i>Notes from the Liberated African Department in the Archives at Fourah Bay College, Freetown, Sierra Leone</i> (Uppsala, 1967)."
"466"	"2"	"Miller"	"Joseph C. Miller, <i>Way of death: merchant capitalism and the Angolan slave trade, 1730-1830</i>&nbsp; (Madison, 1988)."
"467"	"2"	"Mims"	"Mims, Stuart Lea, <i>Colbert&#8217;s West India Policy</i> (New Haven, 1912)."
"468"	"2"	"Minch"	"Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984)."
"469"	"2"	"Minchinton"	"Minchinton, Walter E., &#8220;The Seaborne Slave Trade of North Carolina,&#8221; <i>North Carolina</i><i> Historical Review</i>, 71 (1994): 1-61."
"470"	"2"	"Saltonstall"	"Moody, Robert E. (ed.), <i>The Saltonstall Papers, 1607-1815. Volume 1, 1607-1789</i> (Boston, 1972)."
"471"	"2"	"Moore,David"	"Moore, David D., <i>Site Report: Historical &amp; Archaeological Investigations of the Shipwreck &#8220;Henrietta Marie&#8221;</i> (Key West, FL, 1997).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"472"	"2"	"F.Moore,Travel"	"Moore, Francis, <i>Travels to the Inland Part of Africa</i> (London, 1737).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"473"	"2"	"Moore,George"	"Moore, George H., <i>Notes on the History of Slavery in Massachusetts</i> (New York, [1866] 1968)."
"474"	"2"	"MoralesCarrion"	"Morales Carrion, Arturo, <i>Auge y Decadencia de la Trata Negrera en Puerto Rico (1820-1860)</i> (San Juan, 1978)."
"475"	"2"	"Morice"	"Morice, Humphry, <i>Slave Trade Journals and Papers (microform). Part 1: the Humphry Morice Papers</i>, 4 reels (Marlborough, 2000)."
"476"	"2"	"Mouser,1978"	"Mouser, Bruce L., &#8220;Voyage of the Good Sloop &#8216;Dolphin&#8217; to Africa, 1795-1796,&#8221; <i>American Neptune</i>, 38 (1978): 249-61.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"477"	"2"	"Moutoukias"	"Moutoukias, Zacarias, <i>Contrabando y Control Colonial en el Siglo XVII Buenos Aires, el Atlantico y el Espacio Peruano</i> (Buenos Aires, 1988)."
"478"	"2"	"Munford"	"Munford, Clarence J., <i>Black Ordeal of Slavery and Slave Trading in the French West Indies, 1625-1715</i>, 3 vols. (Lewiston, NY, 1991)."
"479"	"2"	"Murray"	"Murray, David, <i>Odious Commerce: Britain, Spain and the Abolition of the Cuban Slave Trade</i> (Cambridge, 1980)."
"480"	"2"	"PrideauxNaish"	"Naish, F. C. Prideaux, &#8220;Extracts from a Slaver&#8217;s Log,&#8221; <i>Mariner&#8217;s Mirror</i>, 6 (1920) 1: 3-10."
"481"	"2"	"Newson,Minchin"	"Newson, Linda, and Susie Minchin, &#8220;Slave Mortality and African Origins: A View from Cartagena, Columbia, in the Seventeenth Century,&#8221; <i>Slavery and Abolition</i>,&#8221; 25 (2004): 18-43."
"482"	"2"	"Noordhoff"	"Noordhoff, L. J., &#8220;Thomas van Seeratt. Zijn levensloop en zijn betekenis voor de provincie Groningen,&#8221; <i>Groningse Volksalmanak</i> (1961)."
"483"	"2"	"N&oslash;rreg&aring;rd,Slaveopr&oslash;ret"	"N&oslash;rreg&aring;rd, Georg, &#8220;Slaveopr&oslash;ret p&aring; &#8216;Patentia&#8217; 1753,&#8221; <i>Aarbog for Handels og S</i>&oslash;<i>fartsmuseet paa Kronborg</i>, (1950): 23-44."
"484"	"2"	"N&oslash;rreg&aring;rd,Madagascar"	"N&oslash;rreg&aring;rd, Georg, &#8220;Pa slavetogt til Madagascar, 1737-1739,&#8221; <i>Handels- og S</i>&oslash;<i>fartsmuseet Arborg</i>, (1955): 20-48."
"485"	"2"	"N&oslash;rreg&aring;rd"	"N&oslash;rreg&aring;rd, Georg, <i>Danish Settlements in West Africa, 1658-1850</i> (Boston, 1965)."
"486"	"2"	"O&#8217;Callaghan,Voyages"	"O&#8217;Callaghan, E. B., <i>Voyages of the Slavers St. John and Arms of Amsterdam, 1659, 1663; together with Additional Papers Illustrative of the Slave trade Under the Dutch</i> (Albany, 1867)."
"487"	"2"	"Oettinger"	"Oettinger, Paul (ed.), <i>Unter kurbrandenburgischer Flagge. Deutsche Kolonial-Erfahrungen vor 200 Jahren. Nach dem Tagebuche des Chirurgen Johann Peter Oettinger</i> (Berlin, 1886)."
"488"	"2"	"Owen"	"Owen, Nicholas, <i>Journal of a Slave-Dealer: A View of Some Remarkable Axcedents in the Life of Nics. Owen on the Coast of Africa and America from the Year 1746 to the Year 1757</i>, edited and with an introduction by Evelyn Martin (London, 1930).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"489"	"2"	"Preciado"	"Palacio, Preciado Jorge, <i>La Trata de Negros por Cartagena de Indias, 1650-1750</i> (Tunja, Columbia, 1972)."
"490"	"2"	"Palmer"	"Palmer, Colin, <i>Human Cargoes: The British Slave Trade to Spanish America</i> (Urbana, 1981)."
"491"	"2"	"PNE"	"<i>Para Nuncer Esquecer: Negras Mem&oacute;rias, Mem&oacute;rias de Negros</i> (Rio de Janeiro, 2001)."
"492"	"2"	"Park"	"Park, Mungo, <i>Travels in the Interior Districts of Africa</i>, edited by Kate Ferguson Marsters (Durham, 2000)."
"493"	"2"	"Pfister-Langanay"	"Pfister-Langanay, Christian, <i>Ports, Navires et N&eacute;gociants a Dunkerque, 1662-1792</i> (Dunkerque, 1985).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"494"	"2"	"Pike"	"Pike, Ruth, <i>Enterprise</i><i> and Adventure. The Genoese in Seville and the Opening of the New World</i> (Ithaca, NY, 1966)."
"495"	"2"	"Pinckard"	"Pinckard, George, <i>Notes on the West Indies</i>, 3 vols. (London, 1806)."
"496"	"2"	"Plimpton"	"Plimpton, George, &#8220;The Journal of an African Slaver,&#8221; <i>Proceedings of the American Antiquarian Society</i>, (1929): 379-465.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
"497"	"2"	"Pohl"	"Pohl, Hans, <i>Die Beziehungen Hamburgs zu Spanien und dem spanischen Amerika in der Zeit von 1740 bis 1806</i> (Wiesbaden 1963)."
"498"	"2"	"Poortvliet"	"Poortvliet, P. F. (ed.), <i>De Bemanning der Schepen van de Middelburgsche Commercie Compagnie, 1721-1803</i>, 5 vols. (Zeeland, 1995)."
"499"	"2"	"Postma"	"Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990)."
"500"	"2"	"Postma,2003"	"Postma, Johannes, &#8220;A Reassessment of the Dutch Atlantic Slave Trade,&#8221; in Johannes Postma and Victor Enthoven (eds.), <i>Riches from Atlantic Commerce: Dutch Transatlantic Trade and Shipping, 1585-1817</i> (Leiden, 2003).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; "
