"image_id"	"file_name"	"title"	"description"	"width"	"height"	"mime_type"	"creator"	"language"	"size"	"source"	"comments"	"other_references"	"emory"	"emory_location"	"authorization_status"	"image_status"	"ready_to_go"	"order_num"	"category"	"date"	"external_id"
"1718555"	"E1CD2A5ECDF462432C6424CBF86F54B0.JPG"	"St. Louis Island, c.1730"	"St. 
Louis Island was a French settlement located on the coast of Senegambia, present day 
Senegal. In fact, the island was actually located at the mouth of Senegal River itself. 
St. Louis was guarded by a fort, which had the same name as the island which was a major 
port of slave embarkation in the French slave trade. The image is of a map of St. Louis 
Island published in 1728. It shows the island with some of its fortifications and main 
natural features. The image is reproduced courtesy of the Pitts Theology Library, Candler 
School of Theology, Emory University."	"1024"	"439"	"image/jpeg"	"\N"	"fr"	"235982"	"Jean 
Baptiste Labat, Nouvelle Relation de l’Afrique Occidental… (Paris, 1728), vol. 2, p. 
220."	"\N"	"\N"	"t"	"1728 LABA V.2"	"4"	"4"	"t"	"0"	"3"	"1728"	"\N"
"1718556"	"F2CCE6F180083476E9F5C5EB1A809CDD.JPG"	"Fort St. Louis, c.1730"	"Fort 
St. Louis protected the French island of St. Louis located at the mouth of Senegal River, 
in Senegambia, present day Senegal. The image, published 1728, shows a plan of the 
interior of the fort. St. Louis Island was a major port in the French slave trade from 
Senegambia. The image is reproduced courtesy of the Pitts Theology Library, Candler School 
of Theology, Emory University."	"1024"	"428"	"image/jpeg"	"\N"	"fr"	"187193"	"Jean Baptiste 
Labat, Nouvelle Relation de l’Afrique Occidental… (Paris, 1728), vol. 2, p. 230."	"\N"	"\N"	"t"	"1728 LABA V.2"	"4"	"4"	"t"	"0"	"3"	"1728"	"\N"
"711847"	"EB6858835DFF941FCE837A2D38BC2C51.JPG"	"Elmina Castle, Late Seventeenth 
Century"	"The image is of a view of Elmina Castle from the sea. Elmina was built in the 
end of the fifteenth century by the Portuguese on the Gold Coast, present day Ghana, as a 
trading post for the gold produced in the interior of the coast. Soon after the gold trade 
declined in the area, however, this establishment became a slave trading factory highly 
disputed among European powers. In 1637, for example, the Dutch captured Elmina from the 
Portuguese by building another fort on the top of a hill next to the castle, where before 
lied a chapel. The image is reproduced courtesy from the John Carter Brown Library at 
Brown University."	"1000"	"726"	"image/pjpeg"	"\N"	"  "	"467107"	"Olfert Dapper, Naukeurige 
Beschrijvinge der Afrikaensche Gewesten... (Amsterdam, 1668), between pp. 438-9"	"\N"	"1) 
VFHW, The Atlantic Slave Trade and Slave Life in the Americas: a Visual Record, image 
reference D017.
2) Albert van Dantzig, Forts and Castles of Ghana (Accra, 1980), pp. 
4-17.
3) A.W. Lawrence, Trade Castles and Forts of West Africa (Stanford, 1963), pp. 
103-79."	"t"	"DT7 .D2 1668 FOLIO"	"0"	"1"	"f"	"8"	"3"	"1686"	"\N"
"711849"	"05AFBC88326A717871840FD68625D659.JPG"	"Fort Cormantin, Late Seventeenth 
Century"	"The image, in black and white engravings, shows Fort Cormantin, on the Gold 
Coast, flying Dutch colors. The site, however, was previously dominated by the English 
who, in the 1630’s, had built a lodge which became fortified by 1647. Then, the 
fortification was probably the only one in the Gold Coast of which one of its bastions was 
made a slave-prison. Generally, before embarking, slaves remained in barracoons outside 
the walls of European forts or castles. The Dutch captured Cormantin in 1665 and renamed 
it to Fort Amsterdam."	"1000"	"743"	"image/pjpeg"	"\N"	"nl"	"581872"	"Olfert Dapper, 
Naukeurige Beschrijvinge der Afrikaensche Gewesten... (Amsterdam, 1668), between pp. 
448-9"	"\N"	"1) VFHW, The Atlantic Slave Trade and Slave Life in the Americas: a Visual 
Record, image reference D019.
2) Albert van Dantzig, Forts and Castles of Ghana (Accra, 
1980), pp. 21-3 and 33-5.
3) A.W. Lawrence, Trade Castles and Forts of West Africa 
(Stanford, 1963), pp. 245-9."	"t"	"DT7 .D2 1668 FOLIO"	"0"	"1"	"f"	"10"	"3"	"1668"	"\N"
"1368904"	"0D6E4EB98920BA2CF543F9E3415A2BEB.JPG"	"Recife and Olinda, c.1600"	"From the early colonial period, Pernambuco, in north-east Brazil, had two major cities, 
adjacent to each other. Recife and Olinda. Olinda, right, was the capital of Pernambuco in 
the sixteenth century and served as residence for part of the population of Pernambuco, 
mainly the administrative staff of the captaincy. Recife, left, was the port of Olinda, 
but after the sixteenth century, it increasingly took Olinda’s place as capital of 
Pernambuco. This map is located in the Municipal Public Library of Porto, Portugal. The 
image is reproduced courtesy of the Digital Library of Portuguese Urban Cartography."	"900"	"642"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"135777"	"BPMP - Ms.126 (fl.88)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1600"	"\N"
"1368919"	"09FCBD30087FC97B629BE6421E8BBE08.JPG"	"Lisbon, Sixteenth Century"	"Lisbon was the capital of the Portuguese Empire. From Lisbon departed the early voyages 
of overseas exploration. It was here that the first African slaves were brought from the 
regions south of the Sahara Desert. Most images of Lisbon from the sixteenth century, when 
the port became fully engaged in the transatlantic slave trade, are derived from an 
illustration by J. Braunio, including this one, made by an unknown author. It shows a view 
of Lisbon from the Tagus River, emphasizing the maritime character of the city. This 
illustration is located in the City Museum of Lisbon, Portugal. The image is reproduced 
courtesy of the Digital Library of Portuguese Urban Cartography."	"900"	"603"	"image/pjpeg"	"\N"	"la"	"129167"	"MCL - MC.GRA.0390"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"0"	"\N"
"1368923"	"DE0D04590361A379BFC6B007D9B1A7B5.JPG"	"Lisbon, Seventeenth Century"	"Lisbon was the capital of the Portuguese Empire. In the seventeenth century, the city 
expanded based on the sugar produced by African slave labor in her vast empire. Lisbon was 
a pioneer in the Atlantic slave trade and a port of departure for the early voyages of 
exploration. The image shows an illustration of a view of Lisbon from the Tagus River. It 
indicates some major buildings of the city in addition to details of the royal palace, 
right, and the Belém Tower, left. This illustration is located in the City Museum of 
Lisbon, Portugal. The image is reproduced courtesy of the Digital Library of Portuguese 
Urban Cartography."	"900"	"646"	"image/pjpeg"	"W. Jougman sculp."	"de"	"104784"	"MCL - 
MC.GRA.0873"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"0"	"\N"
"1788702"	"0E300683F4BDEC2F9A8B7036BC543B3D.JPG"	"Register of Africans from the 
Brigantine ""Carolina"""	"The Brigantine ""Carolina"" was captured at sea by British cruisers 
and adjudicated at a court established at Sierra Leone under international anti-slave 
trade treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Carolina"". The register was kept as a formal record 
of emancipation that helped protect the individual from subsequent re-enslavement. The 
image is reproduced courtesy of the British National Archives."	"1015"	"819"	"image/jpeg"	"\N"	"en"	"617857"	"British National Archives, Foreign Office, ser. 84, vol. 147, p. 105."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1834"	"\N"
"1368870"	"80EC4A4ECE4A900326FE3B6AE292C233.JPG"	"Salvador da Bahia, c.1624"	"Salvador da Bahia, in north-east Brazil, was such a prosperous city by the 1620s that it 
attracted the attention of other European powers. The image shown here was published by 
João Teixeira Albernaz in 1631, in a collection of maps and illustrations of ports and 
cities under Portuguese rule overseas. It celebrates the recovery of Salvador from Dutch 
forces. In 1624 the Dutch attempted to capture Salvador from Portugal and dominate the 
sugar industry as well as the slave trade in the region. Dutch rule, however, did not last 
long. A combination of local forces and metropolitan help restored Salvador to the 
Portuguese Crown. This illustration is located at the Cartographic Library of Itamaraty, 
Rio de Janeiro, Brazil. The image is reproduced courtesy of the Digital Library of 
Portuguese Urban Cartography."	"900"	"589"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"217798"	"776.29/S-71 hkm-1631A I.6688 (Mapoteca do Itamaraty)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1631"	"\N"
"1368911"	"4A288CC11FD774E1AD99695DB9CB2CF1.JPG"	"Recife and Olinda, c.1630"	"Pernambuco, in north-east Brazil, had two major cities in the early colonial period, 
Recife and Olinda. In the seventeenth century, Recife was the port and Olinda the capital 
of Pernambuco. The image shows a map of Recife (left) and Olinda (right) on the eve of the 
Dutch invasion of Pernambuco, 1630. Pernambuco was one of the oldest sugar producing areas 
of the New World as well as an importer of African slaves. The wealth in sugar and slaves 
flowing through Recife and Olinda attracted the attention of foreign powers. The map 
provides details about the entrance to Recife’s port through the line of reefs protecting 
both cities. It is located in the Cartographic Library of Itamarary, Rio de Janeiro, 
Brazil. The image is reproduced courtesy of the Digital Library of Portuguese Urban 
Cartography."	"900"	"570"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"127158"	"774.4a-1631A(2) I.6688 (Mapoteca do Itamaraty)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1631"	"\N"
"1368926"	"ECE27AE5210F2C231B480A16199F4FEF.JPG"	"Luanda, 1640s"	"Luanda 
attracted the attention of several European powers because of its wealth in slaves. The 
port grew as a major slave exporter from the sixteenth century, sustaining the labor force 
of the New World plantation economies. The image shows a topographical map of Luanda 
during the period of the Dutch occupation of Luanda. Luanda was captured from the 
Portuguese in 1641 by the Dutch, and they remained in Luanda until 1648, when they were 
expelled by a Portuguese fleet coming from Rio de Janeiro. The map shows Luanda already as 
an urbanized port. It provides details of the upper and lower city as well as of the sea 
surrounding the port. The map also provides the names of some buildings and places of 
Luanda. This map is located in the Overseas Historical Archive of Lisbon, Portugal. The 
image is reproduced courtesy of the Digital Library of Portuguese Urban Cartography."	"900"	"721"	"image/jpeg"	"Casparis Barlaei"	"la"	"149188"	"A.H.U.-Col. Iconografia Impr.-X 
E."	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1647"	"\N"
"1368913"	"49AB7C93B9A62990EB80009AE06AE588.JPG"	"Recife de Pernambuco, c.1666"	"Recife, in north-east Brazil, was one of the first ports of the New World to engage in 
the Atlantic slave trade. In the seventeenth century, Recife took the slaves coming from 
Africa and redistributed them to the sugar-cane plantations of Pernambuco. The image, a 
map of Recife, provides details of the rivers, forts, urban sites and the line of reefs at 
the mouth of the port. This map is located in the Cartographic Library of Itamarary, Rio 
de Janeiro, Brazil. The image is reproduced courtesy of the Digital Library of Portuguese 
Urban Cartography."	"900"	"616"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"131556"	"774.4a-1666A(2) I.6689/11 (Mapoteca do Itamaraty)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1666"	"\N"
"1368863"	"E48E4206BBC98E9D9966E7806DC4F377.JPG"	"Salvador da Bahia, c.1700"	"The 
image shows, in black and white engravings, the city of Salvador da Bahia, Brazil, at the 
end of the seventeenth century. Salvador was a major slave trading port of Brazil, which 
in the first decades of the eighteenth century was the main supplier of slaves to the gold 
mines of the Brazilian interior. The image is a picture of Salvador in the beginning of 
the widely known boom of gold exports from Brazil. Gold exports increased in Brazil until 
the 1740’s, making Salvador a rich and highly urbanized port. In the late seventeenth 
century, however, Salvador already displayed some of its future characteristics. The image 
shows Salvador from the Bay of All Saints, distinguishing the upper city, where 
administrative buildings were located, from the lower city, the heart of all commercial 
activities in Salvador, including the slave trade. This illustration was first published 
by François Froger in his “Relation d’un Voyage Fait en 1695, 1696 & 1697 aux Côtes 
d’Afrique, Détroit de Magellan, Brezil,…” edited in Paris, 1698. The illustration 
available here comes from an edition published in 1700, located in the Public Municipal 
Library of Porto, Portugal. The image is reproduced courtesy of the Digital Library of 
Portuguese Urban Cartography."	"900"	"351"	"image/pjpeg"	"François Froger"	"fr"	"64103"	"BPMP - G-5-42 (pag.135)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1700"	"\N"
"1368875"	"2FBBC066844A95224E6DB72CA04A0319.JPG"	"Rio de Janeiro, c.1713"	"In the 
beginning of the eighteenth century, Rio de Janeiro expanded as a port importing slaves 
from Africa. Rio provided slaves not only for its sugar plantations but also for the newly 
discovered gold mines of Minas Gerais, in the interior of Brazil. The 1710s were 
especially important for the rise of Rio as a major slaving port because of the opening of 
new routes connecting Rio to the mining districts of Minas Gerais. As a consequence, the 
defense of the city against foreign attacks became an important preoccupation. The image 
shows this preoccupation by providing a map of Rio de Janeiro of c.1713 indicating its 
principal fortifications and the design of the city-walls. This map is located at the 
Overseas Historical Archive, in Lisbon, Portugal. The image is reproduced courtesy of the 
Digital Library of Portuguese Urban Cartography."	"900"	"602"	"image/pjpeg"	"João Massé"	"pt"	"116373"	"A.H.U.-Col. Cartografia Ms.-XXV CM. Nº1064(674)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1713"	"\N"
"1368867"	"A2D1F50C1717FFA5C5D09363BA073E4D.JPG"	"Salvador da Bahia, c.1750"	"The 
gold from the Brazilian interior and the sugar produced in Bahia made Salvador the major 
port for slave arrivals in north-east Brazil. The image provides a panoramic view of the 
port of Salvador, showing the upper and lower cities, in addition to a plan of the entire 
city. The image must date from the mid-eighteenth century, given the wealth running 
through Salvador at that time and the expansion of the city walls compared to images 
showing the city walls in the previous century. The anonymous image is located at the 
Cartographic Library of Itamaraty, Rio de Janeiro, Brazil. The image is reproduced 
courtesy of the Digital Library of Portuguese Urban Cartography."	"900"	"576"	"image/pjpeg"	"\N"	"fr"	"156977"	"Gr 776.29/S71a-17-- I.2647 (Mapoteca do Itamaraty)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1750"	"\N"
"1368860"	"875E3D0917D5ACA73714A09B369B545D.JPG"	"Salvador da Bahia (Southern 
View), 1800's"	"View of the southern part of the city of Salvador da Bahia in the 
nineteenth century. The image is of the entrance to the Bay of All Saints. Salvador was 
the major port of slave arrivals to Bahia and protected the entrance of the bay. Salvador 
was also the capital of Brazil until 1763, when it was transferred to Rio de Janeiro. The 
image stresses the nautical and military aspect of the city, showing vessels and forts out 
of proportion to the rest of the city. The document is located at the Public Municipal 
Library of Porto, Portugal. The image is reproduced courtesy of the Digital Library of 
Portuguese Urban Cartography."	"900"	"489"	"image/pjpeg"	"Domingos Alves Branco Muniz 
Barreto"	"pt"	"66213"	"BPMP - Ms.686 (Mapa)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1800"	"\N"
"1368861"	"2387FBA1C255928826A7B6B6F43605E7.JPG"	"Salvador da Bahia (Northern 
View), 1800’s"	"View of the northern part of the city of Salvador da Bahia in the 
nineteenth century. The image is of the entrance of the Bay of All Saints. Salvador was 
the major port for slave arrivals to Bahia and protected the entrance to the bay. Salvador 
was also the capital of Brazil until 1763, when Rio de Janeiro became the capital. The 
image stresses the nautical and military aspect of the city, showing vessels and forts out 
of proportion to the rest of the city. The document is located at the Public Municipal 
Library of Porto, Portugal. The image is reproduced courtesy of the Digital Library of 
Portuguese Urban Cartography."	"900"	"493"	"image/pjpeg"	"Domingos Alves Branco Muniz 
Barreto"	"pt"	"73936"	"BPMP - Ms.686 (Mapa)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1800"	"\N"
"1368881"	"803BB04B51C41882C29DF75D1CF48DF7.JPG"	"Rio de Janeiro, 1812"	"In 1808, 
the Portuguese royal family escaped to Rio de Janeiro as a result of Napoleon’s invasion 
of Portugal. The arrival of the royal family and the Portuguese court had a significant 
impact on Rio. The city needed more slaves to attend to the basic needs of urban-life, so 
the slave trade to Rio expanded with the arrival of Portuguese fugitives from Europe. The 
map provides an opportunity to visualize the impact both migrations exerted on Rio. It is 
a reduced copy published in 1817 of a map made in 1812. The map indicates the main 
buildings, sites and streets of the city but, in comparison to other maps of Rio, it also 
traces the expansion of the city towards the north and the east, showing new buildings, 
settlements and farms appearing in those areas. This map is located at the Cartographic 
Library of Itamaraty, Rio de Janeiro, Brazil. The image is reproduced courtesy of the 
Digital Library of Portuguese Urban Cartography."	"900"	"931"	"image/pjpeg"	"P.S.F. 
Souto"	"pt"	"311257"	"777.49a-1812 (ed.1817) I.8663 (Mapoteca do Itamaraty)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1817"	"\N"
"1368864"	"F2EECD7486B66F6471E459CA25A5CDDF.JPG"	"Bahia, c.1600"	"The Bay of All 
Saints, in Bahia, Brazil, was the destination of thousands of slaves carried across the 
Atlantic from Africa. The image shows the bay in the early seventeenth century with the 
city of Salvador guarding its entrance. Note the bay was surrounded by rivers, which 
irrigated plantations and powered sugar mills. The soil around the bay was especially 
fertile for sugar production, and indeed sugar dominated the economy of Bahia during the 
whole seventeenth century. This map is located in the Public Municipal Library of Porto, 
Portugal. The image is reproduced courtesy of the Digital Library of Portuguese Urban 
Cartography."	"900"	"642"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"133530"	"BPMP - 
Ms.126 (fl.55)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1600"	"\N"
"1368903"	"4F8B791D84490E9DBF06690602B0CB18.JPG"	"Pernambuco, c.1600"	"Pernambuco 
was probably the oldest sugar producing area of Brazil. It was also one of the first 
regions in the New World to import African slaves on a large scale. The map shows the 
coast of Pernambuco in the seventeenth century. It provides details of the coast showing 
it as full of reefs and indicating the names of rivers and natural ports and capes along 
the coast. Since the early colonial period, Pernambuco had two major cities adjacent to 
the other. The map shows Olinda, right, as already well developed, while Recife, the major 
port and city after the sixteenth century, is represented only as an entrance to Olinda, 
to its left. The map shows also that Pernambuco was a prospering region, indicating 
settlements all along the several rivers drawn on the map as well as vessels visiting the 
coast. This map is located in the Municipal Public Library of Porto, Portugal. The image 
is reproduced courtesy of the Digital Library of Portuguese Urban Cartography."	"900"	"642"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"140681"	"BMPM - Ms.126 (fl.84)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1600"	"\N"
"1368912"	"101DABDAF71DA18E99EBA9A51A645751.JPG"	"Pernambuco, c.1630"	"Pernambuco, in north-east Brazil, was one of the oldest sugar producing areas of the New 
World. It was also one of the first to import African slaves in large numbers. The image 
is of a map of the coast of Pernambuco a few years before the Dutch captured the region 
from the Portuguese in 1630. It provides details indicating the location of Recife and 
Olinda on the coast and the line of reefs that worked as a natural protection for both 
cities against attacks from the sea. Also the map shows trading routes connecting Recife, 
left, and Olinda, center, to the interior of Pernambuco. This map is located in the 
Cartographic Library of Itamarary, Rio de Janeiro, Brazil. The image is reproduced 
courtesy of the Digital Library of Portuguese Urban Cartography."	"900"	"570"	"image/pjpeg"	"João Teixeira Albernaz"	"pt"	"162300"	"774.4a-1631A(3) I.6688 (Mapoteca 
do Itamaraty)"	"\N"	"\N"	"f"	"\N"	"0"	"1"	"f"	"0"	"3"	"1631"	"\N"
"1788738"	"EBE097F88815F19137CF9005A089A294.JPG"	"Anomabu Castle, Late Seventeenth 
Century"	"Anomabu Castle was a major British slave factory located on the Gold Coast, 
present day Ghana. It was by far the largest single source of slaves for transatlantic 
vessels on the Gold Coast, and the most important British source of slaves east of Bonny 
in the Bight of Biafra. It was also a major source of millet which all slave vessels from 
this region took on board as provisions for slaves on the transatlantic crossing. Unlike 
Cape Coast Castle the fort supplied only small amounts of gold. The image is of an 
illustration of Anomabu Castle in the late seventeenth century based on Jean Barbot’s 
accounts. It shows the castle with an African village situated in the background. The 
illustration also indicates the port guarded by the castle, the entrance of the port as 
well as the place to land commodities. The image is reproduced courtesy of Tracy W. 
McGregor Library of American History, Special Collections, University of Virginia Library. 
Permission required to reproduce."	"994"	"301"	"image/jpeg"	"\N"	"en"	"288372"	"Thomas 
Astley (ed.), A New General Collection of Voyages and Travels (London, 1745-47), vol. 2, 
plate 64, facing p. 608."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1745"	"\N"
"1718553"	"86040A8CC3B5A619CC83A061123B2C83.JPG"	"Senegal River, c.1730"	"The 
Senegal River, located on the coast of Senegambia, present day Senegal, played an 
important role in the transatlantic slave trade. The image is of a map of the mouth of 
Senegal River, showing tributaries and several islands, some of which are named. Many 
African settlements are located along the rivers and on the islands. Note the location, 
center map, of the French island of St. Louis and adjacent to it an islet occupied by 
British traders. The image is reproduced courtesy of the Pitts Theology Library, Candler 
School of Theology, Emory University."	"1024"	"734"	"image/jpeg"	"\N"	"fr"	"419996"	"Jean 
Baptiste Labat, Nouvelle Relation de l’Afrique Occidental… (Paris, 1728), vol. 2, p. 
124."	"\N"	"\N"	"t"	"1728 LABA V.2"	"4"	"4"	"t"	"0"	"3"	"1728"	"\N"
"1788728"	"208DFFB937C9CE94E071F1090DD50A24.JPG"	"Commenda, c.1730"	"Commenda was 
among the several slave trading ports located on the Gold Coast, Ghana. It lay to the west 
of Elmina and had two major forts guarding mainly the gold trade between Europeans and 
Africans, though a slave trade developed later. The Dutch Fort Vredenburg, was built in 
1689 and the British fort followed in 1694 (rebuilt, 1708). Both replaced trading lodges 
erected in the early 1680s. The image shows a view of the two forts from the south. The 
forts surrounded by exuberant flora were within firing range of each other. The caption 
beneath the illustration says that the forts also sheltered African villages under their 
guns and that the natives were mostly engaged in fishing activities. The image is 
reproduced courtesy of the Mariners' Museum, Newport News, Virginia."	"1024"	"528"	"image/jpeg"	"William Smith"	"en"	"478640"	"William Smith, Thirty different drafts of 
Guinea (London, 1727?), plate 14."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"f"	"0"	"3"	"1727"	"\N"
"1788724"	"8059074DDCBBD7D5D267DE12D0CAE998.JPG"	"Fort at Bance Island, c.1730"	"Bance Island was a British settlement located deep in the harbor of Freetown, Sierra 
Leone. The British first settled there in 1670, establishing a fort operated by two 
trading companies, first the Gambia Adventures and then the Royal African Company, though 
initially for produce rather than slaves. The island’s slave trading activities peaked in 
the second half of the eighteenth century, when maily London merchants competed with the 
French and the Portuguese for the region's slave trade. The image is of a view of Bance 
Island from the northwest, showing the British fort and a few huts or houses located next 
to it. The image is reproduced courtesy of the Mariners' Museum, Newport News, 
Virginia."	"1024"	"415"	"image/jpeg"	"William Smith"	"en"	"356635"	"William Smith, Thirty 
different drafts of Guinea (London, 1727?), plate 7."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"f"	"0"	"3"	"1727"	"\N"
"1788730"	"DA2E094D5D4CA08CD7F192778F67E0C5.JPG"	"James Fort at Accra, c.1730"	"James Fort was a British fort located in Accra on the Gold Coast, present day Ghana. It 
remained the easternmost British post in the region until the opening of the port of 
Whydah, in present day Benin, in 1727 by Dahomean forces. The image shows a view of James 
Fort from the sea, with an African town in the background. The caption says that this fort 
did not have any gardens of its own, though the land was fertile, but that the British had 
access to a considerable quantity of salt, which could supply the entire Gold Coast. The 
image is reproduced courtesy of the Mariners' Museum, Newport News, Virginia."	"1024"	"593"	"image/jpeg"	"William Smith"	"en"	"542675"	"William Smith, Thirty different drafts 
of Guinea (London, 1727?), plate 26."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"f"	"0"	"3"	"1727"	"\N"
"1788727"	"33A7016F01C96B8C9390495F7F6E91F2.JPG"	"Sekondi, c.1730"	"Sekondi was 
one of the several points of produce and slave embarkation situated on the Gold Coast, 
Ghana, though, as was the case with other smaller forts, most slaves were first sent east 
on coastal vessels to the major centers prior to embarkation to the Americas. European 
presence in this part of Africa was relatively high and resulted in the building of over 
30 forts. The image shows an illustration of two forts located at Sekondi: Dutch on the 
left, British on the right.  Both forts were situated at a distance of a gun shot from 
each other and they were both supplied with abundant provisions produced locally. The 
image is reproduced courtesy of the Mariners' Museum, Newport News, Virginia."	"1024"	"525"	"image/jpeg"	"William Smith"	"en"	"496135"	"William Smith, Thirty different drafts 
of Guinea (London, 1727?), plate 12."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"f"	"0"	"3"	"1727"	"\N"
"1788740"	"4C9B4FEDA9794AC7154CEA70A9293E26.JPG"	"West-Central Africa, c.1660"	"West-Central Africa was probably the principal region of slave embarkation during all 
periods of the transatlantic slave trade. The region used to be known as Congo Angola, 
corresponding roughly to the territories of present day Republic of Angola, the two Congo 
republics to the north of Angola, and the Republic of Gabon. The image is of a map of 
West-Central Africa produced by Joan Blaeu in 1662. It indicates the main ports located on 
the coast as well as the principal African towns situated in the interior of West-Central 
Africa. The map also provides an illustration of the region’s topography and locates the 
main rivers coming from the interior of Congo Angola. The image is reproduced courtesy of 
Tracy W. McGregor Library of American History, Special Collections, University of Virginia 
Library. Permission required to reproduce."	"790"	"669"	"image/jpeg"	"Joan Blaeu"	"la"	"512971"	"Joan Blaeu, [Atlas major] Geographia, quae est Cosmographia Blaviana . . . 
(Amsterdam, 1662), vol.9, between pp. 147 and 148"	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1662"	"\N"
"1788748"	"993718476147644253ECACE44D9D551E.JPG"	"West and West-Central Africa, 
c.1660"	"West and West-Central Africa were the regions that supplied the majority of the 
slaves taken across the Atlantic Ocean in all periods of the transatlantic slave trade. 
The image is of a map produced by Joan Blaeu in 1662. It shows the Atlantic coast of 
Africa stretching from Senegambia to Angola in West-Central Africa. This map was an 
important source of information for many cartographers and writers trying to better 
understand the continent and even today it offers important information for historians of 
Africa. The image is reproduced courtesy of Tracy W. McGregor Library of American History, 
Special Collections, University of Virginia Library. Permission required to reproduce."	"819"	"547"	"image/jpeg"	"Joan Blaeu"	"la"	"441818"	"Joan Blaeu, [Atlas major] Geographia, 
quae est Cosmographia Blaviana . . . (Amsterdam, 1662), vol. 9, between pp. 101 and 102."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1662"	"\N"
"1788739"	"B944A55025E9ACA60059992777A053A9.JPG"	"West Africa, c.1660"	"West 
Africa was among the major regions of slave embarkation. Europeans used to call this 
region Guinea, and it comprised roughly all the countries situated between present day 
Gambia and Gabon. The image is of a map of West Africa produced by Joan Blaeu in 1662. It 
indicates the names of the main ports located along the coast as well as the names of some 
of the peoples inhabiting the West African interior. Elements of the region’s geography, 
fauna and flora adorn the map. The image is reproduced courtesy of Tracy W. McGregor 
Library of American History, Special Collections, University of Virginia Library. 
Permission required to reproduce."	"1024"	"759"	"image/jpeg"	"Joan Blaeu"	"la"	"674167"	"Joan Blaeu, [Atlas major] Geographia, quae est Cosmographia Blaviana . . . (Amsterdam, 
1662), vol. 9, between pp. 115 and 116."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1662"	"\N"
"1788733"	"3E53702208645FDDC139F2ADA33ADCA8.JPG"	"Gold Coast, c.1730"	"The Gold 
Coast may be regarded as unique among African regions in that it began in the Atlantic 
slave trade as a slave importer, rather than exporter.  The gold mines located in the 
interior of the coast needed manpower that the region could barely provide. Thus, when the 
Portuguese first reached the region in the late fifteenth century, they sold slaves from 
other African regions to the kingdoms situated beyond the Gold Coast rather than to 
Europe, the Atlantic islands, or the Americas. The image is of a map of the Gold Coast 
produced by D'Anville in 1729. It shows the names of the ports located along the coast 
and the African polities situated beyond the coast line. The image is reproduced courtesy 
of Tracy W. McGregor Library of American History, Special Collections, University of 
Virginia Library. Permission required to reproduce."	"1024"	"584"	"image/jpeg"	"d'Anville"	"en"	"530646"	"Thomas Astley (ed.), A New General Collection of Voyages and 
Travels (London, 1745-1747), vol.2, plate 60, between pp. 564 and 565."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1745"	"\N"
